,user_name,lang,user_location,user_description,user_verified,date,text,hashtags,source
2170,Bobby Wassel,en,,Voted Snow King at my sophomore high school winter dance,False,2022-04-23 23:59:55,Seagulls. Rats of the sky?,,Twitter for iPhone
2171,Deb Davis,en,"Buford, GA",God and Family first. Chief Cook and Bottle Washer. Domestic Goddess. Love To Laugh. Navy Brat. Trump supporter.,False,2022-04-23 23:59:55,@JodiGirl64 I laughed way to hard on that 🤣🤣🤣🤣 thanks,,Twitter for iPhone
2172,plqzh.,en, ,"Read Golden Kamui & Jigokuraku I Turn my Notis on 
I #ThankYouMiura",False,2022-04-23 23:59:55,@YakobuJin Planning on starting it tmr 🦧,,Twitter for Android
2173,⚡ 𝘩𝘺𝘱𝘦𝘳𝘪𝘰𝘯 ⚡,en,,I’m a firm believer in Karma. God didn’t give me these talents and looks to just sit around and being famous. I want to lead a country for all I know,False,2022-04-23 23:59:55,✨🙏🏻 INHALE PEACE/ EXHALE BEAUTY  💗✨ https://t.co/gEs8lCXGEZ,,Twitter for Android
2174,Virgil,en,United States,A Necessary Evil. Loves Animals. Not A Fan Of Humans,False,2022-04-23 23:59:55,@johnsaltas @BenMcAdams Moving to Oregon sounds good,,Twitter for iPhone
2175,Mauricio Galvan,en,New York,,False,2022-04-23 23:59:55,"I was today years old when I realized the illustrations inside the O at the beginning of Ozark are not only things that will happen in the episode, but also Z, A, R and K. 🤯",,Twitter for iPhone
2176,KT,en,"Sacramento, CA",one of a kind. la film📍 444 🤍,False,2022-04-23 23:59:55,my heart gets me no where but just gettin hurt no cap,,Twitter for iPhone
2177,🥟 JENN 🥟,en,"Covington, LA",Non-Binary 🏳️‍🌈 Open minded individual! #Taken #somarried to @ModestArtist7! 💚❤️ (she/her/he/him they/them) Venmo: supercorp01,False,2022-04-23 23:59:55,May or may not be working on a natural cat tree. 😆 https://t.co/zsWUwf9z4m,,Twitter for iPhone
2178,🍊 MAJOR DAY ! 🍊🎉 ur friend andy 💖,en,"Washington, USA",(they/them) • artist! • 28 • kindly lesbian • sometimes nsfw • no minors allowed 🔞🔞,False,2022-04-23 23:59:55,@majorinsarcasm SMART !!!!!!!!!!,,Twitter for iPhone
2179,ؘ,en,,,False,2022-04-23 23:59:55,vou ver pastel dlc,,Twitter for Android
2180,Queen🖤,en,baby terrorist🤍,i didn’t even do anything this time. still PRO BLACK & B1🖤. •leo ☼ cancer ↑ aquarius ☾ •life path 6✨ im still somewhere between Boosie & Proverbs 31🖤🇭🇹,False,2022-04-23 23:59:55,i’m so sick of these bitches. gah damn. go be with them mfers but stop dragging black men. shit. https://t.co/mp5eWDLzNC,,Twitter for iPhone
2181,brienc (⚡️):} 🇺🇦🇮🇪☘️,en,"Shakedown Street, Brooklyn NY",coastal elite #JFT97 #YNWA #Isles hot takes #signdevers #NetsWorld,False,2022-04-23 23:59:55,@digby56 They all ate the brown acid at Woodstock.,,Twitter for iPhone
2182,T H A N O S,en,,twhizz,False,2022-04-23 23:59:55,@MoneySluggy @FFitzz Mate he’s literally a different person lol,,Twitter for iPhone
2183,Larry Thompson #TheResistanceContinues Vote Blue,en,"University Place, WA","AF vet. Retired Psychology Associate, (Criminal Forensic) Dad to 6, G-Pa to 12, G G Pa to 5  Progressive,😎 SEAHAWKS!!! DM? Warning: I will cook CATFISH",False,2022-04-23 23:59:55,"Agree with Texas Paul. Vote Blue in 22
Texas Paul REACTS to Marjorie Taylor Greene Lying Under Oath! https://t.co/VavlcitUho via @YouTube",,Twitter Web App
2184,Oukhty Freaky❤💁🏾,en,Kukuroo Mountain📍,"@Giannis_An34 GSW💛💙/ARMY💜/PSG❤️💙/DIP doundou Guiss🐐👑 /the🖖🏾/Baller🏀 6,3ft gurl 🤩 @lat_prince❤️🤞🏾@tymah1234 #FayçalDynastyGang   unicorn🦄🌈",False,2022-04-23 23:59:55,Feel it https://t.co/5em7qRzm8t,,Twitter for Android
2185,Tete,en,,,False,2022-04-23 23:59:55,"@SpiroAgnewGhost Also, anyone who works with children has to pass backgrounds checks. In PA, clearances including FBI fingerprinting are required before working with children. Please somebody get Mr. Schroder some help.",,Twitter for Android
2186,Espresso,en,,"Bravo My Life 💕 💙 💚 😍 
아직 까지 성욕 센 여자 못만나  봄~~
어디 없죠?

#일탈 #건오 #마사지 #커피 #드라이브 #오프 #초대남 #초대녀 #네토 #야노 #노출 #보빨 #암캐",False,2022-04-23 23:59:55,"@gungun_Lover Oh~~~ Beautiful 😍 
Good Morning 💓 
Today is Sunday ~~
U have a wonderful in Sunday",,Twitter for Android
2187,Pao,en,🇵🇭 🏳️‍🌈He/Him 17,Nothing better than the warm rays of sunlight in the morning~,False,2022-04-23 23:59:55,@kea_tia it was your boyfriend's idea not mine,,Twitter Web App
2188,Michael Welch,en,East Sussex or Exeter,BHAFC and a bit of #heatculture + Emma raducanu and Tyler Herro Stan. Exeter uni studying mathematics. 19. he/him,False,2022-04-23 23:59:55,@BhaHarveyDog @BhaHarvey He plays as an advanced midfielder and it’s mostly getting compared against dms,,Twitter for iPhone
2189,machelle24,en,,ilove my family,False,2022-04-23 23:59:55,"@LazadaPH 15 FREE SHIPPING VOUCHER
#LazadaPH
#LazadaPH55 #LazadaSuperBrandsFiesta 
28","['LazadaPH', 'LazadaPH55', 'LazadaSuperBrandsFiesta']",Twitter for Android
2190,louka,en,he/him | kylie minogue x1,"oh my god, i thought this was a classy party",False,2022-04-23 23:59:55,@nogaysosweet getting all brave like..,,Twitter for iPhone
2191,TheShitSheSay🍁,en,,"Just a bitch looking for laughs
Whiskey is my drink of choice
New account, who this 😉",False,2022-04-23 23:59:55,@Happee69014151 Exactly! You don't get what you don't ask for 😉,,Twitter for Android
2192,Matthew J Grisham,en,"Merriam Woods, MO","I'm currently a freelance artist and have an interest in animated cartoons, fanfiction, anime, Kirby, Smurfs, Cuphead, etc.",False,2022-04-23 23:59:55,"@MiltonKnightAr1 I see. I guess I'm not the only one who has a hard time identifying animators without a surviving draft. I've known a few Youtubers who had trouble telling the differences between which style. Someday, I'll get better.",,Twitter Web App
2193,SillySingh 🌈,en,Derby/London,"He/Him. Full time junglist.
Grime/Nintendo/dnb/punjabiness
Views do not reflect that of my employer - like seriously.",False,2022-04-23 23:59:55,@Prabjitjohal Thanks so much bro copped!,,Twitter Web App
2194,Cookie Roberts,en,Michigan,Sick to death of the mess Trump left. Not here for follows. Happy to retweet from much smarter people.  Support Ukraine.,False,2022-04-23 23:59:55,Yes. Just. Yes. https://t.co/83UVtgNt5n,,Twitter for Android
2195,💙💛slimprince⚡⚡,en,"Lagos, Nigeria",Godfirst||Family||Economist||@Arsenal||Music||Movie freak||Taurus||Loyal to friends||Believes in love❤️||Proudly|| dm for ads and promo  🇬🇭🇳🇬,False,2022-04-23 23:59:55,"@IamOratorsam Haha, I no be celeb oo I just try to follow slowly to avoid restrictions",,Twitter for Android
2196,Carly Murray,en,,Aspiring Sports Journalist • OU ‘23 @OUNightly @SoonerSportsPad @Gameday_U @Awsmou,False,2022-04-23 23:59:55,“Two of our best players are cleaning up the locker room &amp; throwing away trash. That’s when you know the seed has taken root” - #Sooners Brent Venables,,Twitter for iPhone
2197,Angela Coll,en,"Clare, Ireland",Interested in all things 🇮🇪 GAA & Clare. #CopFamily #Hotelier 💛💙💛Have served more pints than I'll ever drink! PRO Ennis FF. Views expressed are my own 🇮🇪,False,2022-04-23 23:59:55,@honthebanner51 @DLynchSport By 6pm tomorrow Owens will be trending on Twitter wait and see 🤦🏻‍♀️,,Twitter for iPhone
2198,NOT BUNNY !!,en,sternbild: gold stage.,traumatized twink falls in love with single father with a heart of gold: chaos ensues.,False,2022-04-23 23:59:55,"@dandeyrain THAAAAAANK YOU it rly does, who would’ve thought that alt goth/emo suits me perfectly lmao",,Twitter for iPhone
2199,j 🧃,en,free yb,@AyooJahhx | @CalebFlocka,False,2022-04-23 23:59:55,@REACTllN @HateWoox it don’t work anymore ion think,,Twitter for iPhone
2200,mico ૮ ᴖﻌᴖა,en,220900,ㅤ ㅤ               𖧷   一최범규,False,2022-04-23 23:59:55,@acountsupremacy AWWWWWW really? 😭💕,,Twitter for Android
2201,waryaa Ali,en,"London, England",,False,2022-04-23 23:59:55,@imstillgoated @capoEmm This his Villain origin story,,Twitter for iPhone
2202,Sailor Moon,en,"Charlotte, NC",Black. Feminist. Activist. Scientist. Sometimes I Write.  She/Her. Editorial Head of @OffColourOrg. $Aprillelmb,False,2022-04-23 23:59:55,@xlove_delilahx @keyon Our Flag Means Death by Taika!,,Twitter Web App
2203,layy ??🫀,en,minor ,this   user   is   tired,False,2022-04-23 23:59:55,"hi yall,, currently dying mentally and physically!! &lt;3",,Twitter for Android
2204,💜⚧️Kristen 🏳️‍⚧️ 🦖🦕,en,she/her,"Queer as in fuck you. Transsexual living in rural Arizona. gender is real, sex is real, sex is mutable.",False,2022-04-23 23:59:55,@misandristttt @dicklesssociety Lmao okay. You're too afraid to show your face and you use 4chan memes. You're a white dude for sure. No question on my mind.,,Twitter for Android
2205,Depraved,en,,Black ✯ 20 ✯ He/Him ✯ Switch ✯ $Edgylord ✯ SW-4652-1345-6905 ✯ Squiddo's owner,False,2022-04-23 23:59:55,@gottaluvcheerio FINALLY,,Twitter for Android
2206,larry robinson,en,,,False,2022-04-23 23:59:55,"@B52Malmet ""The Greatest tricked the devil ever pulled was convincing the world he didn't exist. And like that, he's gone."" - Keyser Sose The Usual Suspects.   Jack Ruby. Lee Harvey Oswald. https://t.co/Byv2tmynrE",,Twitter for Android
2207,devastatindave.eth,en,Earth *maybe,"Creator: CryptoCelestials

https://t.co/pUyBRp4KgI

https://t.co/SXfkvEPr1L

Official American Psycho NFT
https://t.co/ZhnqQvby3K",False,2022-04-23 23:59:55,@davekebo @cryptobrickz bro that's gas how dare you try to fade danny ser,,Twitter Web App
2208,Streetervillian ☮︎ 🇷🇺 🇺🇸 🌏,en,Chicago,"Living in the Gold Coast in Chicago. Or, as some of us like to call it, the Pyrite Shore. Yes, that IS real, imported polyester I'm wearing. Envy us, you plebes",False,2022-04-23 23:59:55,"@DogeCoinBoss1 @Kelrugem @nytimes This allows them to quickly discover that they aren't the only ones having trouble believing what they are hearing, making their opinions far more difficult to control through the use of peer pressure.

Adults are going back to being adults.",,Twitter Web App
2209,Simon Moradel,en,,yuh.,False,2022-04-23 23:59:55,@mikegolicjr We got you.,,Twitter for iPhone
2210,misery,en,,🫀,False,2022-04-23 23:59:55,@somniphobics i love my boyfriend,,Twitter for iPhone
2211,ʕ·ᴥ·ʔ,en,,myeongin: deviation from the norm will always be punished unless its exploitable,False,2022-04-23 23:59:55,@markfism Wtf i sent that cc but thats not what j said,,Twitter for iPhone
2212,Lynn Nancy,en,Ruthven Ont. ,Retired Customs officer worked at Ambassador Bridge in Windsor,False,2022-04-23 23:59:55,@Chynableu Your very welcome Chef,,Twitter for iPhone
2213,ALL 👀 ON AJ 🤘🏾🐶,en,"Houston, TX",♑️ | FAMU 🐍| Marching 100 | KKΨ 🤘🏾| ΩΨΦ 🐶 | DAB ✈️ TLH ✈️ IAH,False,2022-04-23 23:59:55,@Ki_daNymFo Why though? 👀 Just curious,,Twitter for iPhone
2214,"Chelsea Ransom-Cooper, CFP®",en,"New York, NY",💰💸 Managing Partner and Financial Planner @networthzenith | @womenwithequity | Empowering you to build wealth through equity ! Go 🍊 !tweets are not advice,False,2022-04-23 23:59:55,I'm so confused https://t.co/l2ibQpGNVS,,Twitter for iPhone
2215,Imminent Global News,en,,"World news for global citizens - We search for the most shared news in any language and bring them to you. Now focused on the Ukrainian crisis. 
By @translation",False,2022-04-23 23:59:55,"🇲🇽 🐕‍🦺👏🏻 Darko, a specimen of the Belgian shepherd breed Maltese, completed his cycle inside the Security and Citizen Protection Commissariat, in Saltillo, Coahuila. #mexico  #mostliked https://t.co/HHzHklerMk",,Imminent News
2216,Hannah,en,,💙💚,False,2022-04-23 23:59:55,My self esteem really took a hit today when i tried on my bathing suits and I’ve gained like 10 pounds 😔,,Twitter for iPhone
2217,Mahmoud Sulaiman,en,Kano state,Proudly Muslim 🤍🤍Try ur best an live the rest to the god_________#Q_Textile materials @kwari market no:112B uppstairs gidan Gareji,False,2022-04-23 23:59:55,@Ferdeela @MariyaAbubaka19 @Zaynerb_Auwal @muness_s @afrexdanlami1 @Zohaib__zain @StillYoursADD @Aljanimotsi The different is clear 👌,,Twitter for iPhone
2218,wytelilly,en,,"old hippie, environmentalist, cat Dad retired pharmacist, amateur historian and Civil war reenactor",False,2022-04-23 23:59:55,"@ChristopherHahn @lindyli Ditto MTG, Josh, Moscow Mitch and $3 bill Lindsey",,Twitter for Android
2219,lindsay ⁷ 🧋,en,pnw,"20+ ♡ she/her • Anyway, Park Jimin. 🏳️‍🌈",False,2022-04-23 23:59:55,@soupmandu if jungkook had his way army would cohabitate on squid game island (without the deadly competition),,Twitter for iPhone
2220,M • Big Butch,en,,call me dork or m • nb • 31 • she/her • white,False,2022-04-23 23:59:55,"continuously laughing about people who post in vents where they essentially are just finding out that there are consequences to what you say
eg: i spoke badly about someone and they found out and now they are mad and i don't know why",,Twitter Web App
2221,Tom the pissed off cat 🇺🇦,en,Any warm lap,"Gonzo journalist - political satire, I work for Nick @hazydav and I'm starving 
https://t.co/mMqzVz1IhM
 #writingcommunity #CatsOfTwitter",False,2022-04-23 23:59:55,"For Kenya’s orphaned elephants, goats to the rescue 
@ozthegoatguy @hey_butter 

https://t.co/TrUXLqDS8c via @NatGeo",,Twitter Web App
2222,Onlyfans Support,en,,Onlyfans Support,False,2022-04-23 23:59:55,@Lukas46411939 Follow back dear,,Twitter for Android
2223,JerseyCinner,en,The Garden State,,False,2022-04-23 23:59:55,@FrenchBulldogl5 Such a handsome doctor! 😍How's your bedside manner? Will you curl up in bed with the patient?🐾🐾,,Twitter Web App
2224,yasmeen ♡,en,20  •♡•  ⚢  •♡•  she/هى,were you born to live or born to die?,False,2022-04-23 23:59:55,@blacktreacles ya deen omy ah wa yah ba2a lama yeb2a feeh fountain and a scimitar shaped yellow light,,Twitter for iPhone
2225,Use Code E.C,en,,"EC™
16
Use my creator code: E.C
Trickshotter🎯
@lurxggs",False,2022-04-23 23:59:55,@w_nters Woulda got knock slomo too😭,,Twitter for Android
2226,feral bag of rhinestones,en,,26♏️she/they ❤️🧡🤍💗💖 fae apologist🍄Dirt is righteous and good🌿unhinged garden gnome 🌼Ye olde boo boo the fool✨chaotic good flower child🌸,False,2022-04-23 23:59:55,@dontpaniccos LISTEN THE FACT THAT IN NEW ENGLAND PEOPLE LET U MERGE AND LET YOU OUT BLOWS MY MIND.,,Twitter for iPhone
2227,Laura duPre,en,Texpat for the moment,"#Author of The Three Graces Trilogy, avail at Amazon & upcoming The French Mistresses Trilogy, https://t.co/DT0q7D27YL. #histfic",False,2022-04-23 23:59:55,Ӕlfgyva’: The Mysterious Woman in the Bayeux Tapestry https://t.co/GHWszlbLCP #history,['history'],Twitter Web App
2228,Beautifully Broken,en,"ÜT: 33.839227,-118.263979",A California Unicorn Mermaid hybrid. CSULB and Pepperdine Alum.,False,2022-04-23 23:59:55,So far.. the only red beans and rice I like are 1) my uncles 2) Popeyes 3) Georgias.,,Twitter for iPhone
2229,Me Hunter,en,,Im 42 yro just seeing what i can get into. Pick upon reques. Fwb or what ever,False,2022-04-23 23:59:55,@FckMySole Dm is open beautiful,,Twitter Web App
2230,via,en,her.,Don't bury thoughts that you really want | harshword.,False,2022-04-23 23:59:55,@glucxnt hv a nice day,,Twitter for Android
2231,Ian Maxwell,en,"Melbourne, Victoria","Care about Refugees, First Nations people, environment and social justice-",False,2022-04-23 23:59:55,@JaneCaro Shows exactly how they fundamentally feel but more sadly the dinosaurs don’t get it - Howard exhibit 1,,Twitter for iPhone
2232,魔王の弟子(smol ver),en,,魔王の弟子の右腕 #Giveaway Kingを目指して授業中(貰う方)#暗号資産 レベル3ぐらい そしてもっと応募するやつのメンションをくれ #NFT #BSC #crypto,False,2022-04-23 23:59:55,"@MeltdownNFT I was able to solve the mystery and apply.

I had a hard time because I am Japanese, but it was fun😎",,Twitter for iPhone
2233,Andrew Oldacre,en,Bristol,,False,2022-04-23 23:59:55,@Manc_Daz @MatchroomBoxing @DillianWhyte Cute. How did that work out?,,Twitter for Android
2234,S,en,,,False,2022-04-23 23:59:55,@PghSteelersNow @MikeAsti11 @ASaunders_PGH @cale_berger @ThompsonFoto12 @FarabaughFB @mvukovcan @AustinRBechtold @DOMISMONEY @Media_Carnival You were loved in Pittsburgh. Enjoy your retirement!,,Twitter for iPhone
2235,The Biebers,en,,your daily content / updates of Justin & Hailey ( I do not own anything all credits/rights goes to the respective owners ),False,2022-04-23 23:59:55,Hailey via Instagram story https://t.co/Mlie1VwVlu,,Twitter for iPhone
2236,Michael Clifford,en,"Fredericton, New Brunswick",NHL DFS at @Awesemo_com. Associate Editor at @DobberHockey. I chew my food like an idiot. Just another traveler who has not repaid his debt.,False,2022-04-23 23:59:55,@quickparty_ you know me too well,,TweetDeck
2237,Rodriquez D. Perkins,en,Pride american ,•God first 🙏🏿❤️ •Christian •HIV + • Isaiah 14:27 •Blogger •Writer •Gay Actvist 🏳️‍🌈 •Creator Content,False,2022-04-23 23:59:55,"I understand its a gay culture, I cant get mad at them. be careful with on hook app Grindr , this can be hate crime like you dont see that coming. https://t.co/GOHJnnNvkt",,Twitter Web App
2238,Steve Quick,en,"Minnesota, USA","Runner; once fast. Watches a LOT of films. Former engineer, scientist, writer. Rarely follows back. Avatar is not me. INTP 5w4 Aspie",False,2022-04-23 23:59:55,"@sinclairlewis18 This is the first food you've posted that gets a ""no"" from me. It's undoubtedly tasty, but it looks wrong.",,Twitter for Android
2239,Vivian 🚌🚴🏼‍♀️ (Bike Lane User),en,"She/Her | Austin, TX","🏳️‍🌈 🇺🇳 Posting about urbanism, liberalism, LGBTQ+ issues, the EU, and assorted dumb nonsense",False,2022-04-23 23:59:55,@Transliberalism i was so surprised to get the email!!,,Twitter for Android
2240,Wen Ning,en,Taemins Heart,GL TWT | PROFESSIONAL FETISHIZER! Five time “Fujoshi of the Year” 🏆🎖🥇 THEY HATED JESUS TOO!,False,2022-04-23 23:59:55,@fairygyuwon Wait what’s tea,,Twitter for iPhone
2241,Nicole (big wins cutie) ♥️🍀✨,en,,she/her | 25 | *insert pretentious stuff about me here* | ISFJ | an rt bot for EXO ||| #InezWinners #GemWinners 🌸✨ Admin of @KylieProms & @BannyBruno #6️⃣5️⃣🎹,False,2022-04-23 23:59:55,"@princesspromos_ done po! :)
tg: oohnicsehn https://t.co/c7pCASuYBu",,Twitter for Android
2242,mike.Juno,en,"Miami, FL",Grandmaster shitposter | Crypto enthusiast,False,2022-04-23 23:59:55,@0xPaladin This is the way.,,Twitter for iPhone
2243,drea,en,,lee Felix🫂,False,2022-04-23 23:59:54,@ih34rtjisungg Yeah Ik MY MAN is stunning,,Twitter for iPhone
2244,TAMYS 譚應祥 🐶,en,malaysia,♊️,False,2022-04-23 23:59:54,"@theSundaily So @SPRMMalaysia is the sledgehammer of the Gov't? 
@MYJudiciary @ramkarpal",,Twitter for Android
2245,AtomicBlonde 777,en,"Miami, FL","Just a woman trying to fight my way through the NFT World in hopes of educating others! Alpha Groups: Meta-Fem, Dip, Matt's Crypto, The Nifty #womeninnfts",False,2022-04-23 23:59:54,@Sefko55696101 @radkids3 @Bowie3D @ColliderCraft RAIDKIDS!!!!!!!  !!!   #ColliderCraftworks  #radkidsfaction https://t.co/z7rS1BkbVy,"['ColliderCraftworks', 'radkidsfaction']",Twitter Web App
2246,vani.arg_el.llanerito.star,en,,"Parte del ejército llanero en Argentina🇦🇷.
Cuenta de Ig: https://t.co/KD84OqNLMr 

Llane 🤠🌟💙💜",False,2022-04-23 23:59:54,PARTUFA https://t.co/ww3z1JIAzr,,Twitter for Android
2247,tururur,en,Brasil,,False,2022-04-23 23:59:54,@AlessoCharts @OnAirRomeo @Alesso @zaralarsson @MostRequestLive TYHello @OnAirRomeo! Could you play this #Words sound dance by @Alesso and @ZaraLarsson now? Thank you and good night! #MostRequestedLive x @MostRequestLive 💃,['Words'],Twitter Web App
2248,Nanadaime_TNse,en,"Lorient, France","Yo👋🏽 je suis une structure dissipative capable d’autocatalype, d’homéostasie et d’apprentissage J’aime aussi les mangas",False,2022-04-23 23:59:54,Spider-ring🤣 https://t.co/SEiiXS9R2c https://t.co/lp5ANmTyZ9,,Twitter for iPhone
2249,Sarim,en,"Toronto, Ontario",,False,2022-04-23 23:59:54,"May Allah make successful
#MarchAgaintsImportedGovt",['MarchAgaintsImportedGovt'],Twitter for Android
2250,Q.,en,,,False,2022-04-23 23:59:54,You better fucking be. IKYK What I mean too. https://t.co/PhxB2L37Pa,,Twitter for iPhone
2251,Ellie // Jackpot Juicer Enthusiast 🎰🧃🍓,en,,"I'm just another perspective through the eyes of one consciousness, entwined with every life essence. We are the very core of existence.",False,2022-04-23 23:59:54,@St0rmRa1n9 @covettheband while I’m over here inhaling that LOUD from the Volumes crowd 😵‍💫😵‍💫😵‍💫,,Twitter for iPhone
2252,vetex,en,Pennsylvania,"22 / Indie developer / Creator of Arcane Adventures, Adventure Story, and more / Currently working on Arcane Odyssey, the third game set in the Arcane Universe",False,2022-04-23 23:59:54,@agryolo yea probably,,Twitter Web App
2253,버터플라이 ⁷ 🦋,en,,The scale is #JUNGKOOK 🦋☀️🌺😍💞🥰🌼 OT7 💜,False,2022-04-23 23:59:54,@Joonie_neha7 🙏🏻 (Life reminding me where I belong in the line 😭) https://t.co/YFY6th3PIG,,Twitter for iPhone
2254,Kintsukuroi🤍,en,Heaven,I’m not a therapist but I give great advice - Coram Deo🤍,False,2022-04-23 23:59:54,The scariest thing about depression is how well you can conceal it.,,Twitter for iPhone
2255,Jake Kamala Monson,en,,,False,2022-04-23 23:59:54,@abomnate Oh hell yeah!,,Twitter Web App
2256,TelMc,en,South East London,"Support the NHS 💙         Ireland, Charlton, great music, family & friends ☘",False,2022-04-23 23:59:54,"Daily Quordle 90
8️⃣3️⃣
5️⃣7️⃣
https://t.co/5EDc9ICrp5",,Twitter for iPhone
2257,cantcare4U,en,,,False,2022-04-23 23:59:54,@ThatNiqqaJames @JPWVOH Where do you do these bets at,,Twitter for Android
2258,Eddie🏒,en,Hell,I'm 18 year old retard that likes to watch hockey. I also write for my project ''Where Cold Winds Blow''. Not sure what else to put here.,False,2022-04-23 23:59:54,Slowly loosing it all,,Twitter for Android
2259,光秀🍁,en,日本 東京,"🍁光秀 - 18 age - human

🍁Ships fav: BakuTodo, SaneGiyuu and SukuFushi

🍁Spanish || English || Japanese",False,2022-04-23 23:59:54,"this thought crossed my mind

Spacy x family and bakutdo

#爆轟 #bakutodo #bktd https://t.co/DuwydvEwdn","['爆轟', 'bakutodo', 'bktd']",Twitter for Android
2260,Crown 👑🎮,en,On your screen right now,"Monster Hunter enthusiast and Breyer Horse collector, addicted to coffee and cats, space and history nerd, lover of dragons, pun pro, wannabe artist & YouTuber",False,2022-04-23 23:59:54,@PukeiPukeiFan TMW you've never played SOV but you know the story very well,,Twitter Web App
2261,Willy Shakes,en,Tweeting from the Grave,This bot has tweeted the complete works of William Shakespeare 6x since 2009. This is round #7. Created by @strebel,False,2022-04-23 23:59:54,"SILIUS, an Officer in Ventidius's army",,IAM_SHAKESPEARE
2262,SnowKing,en,,I’m still not feeling well and I’m going back home to see you,False,2022-04-23 23:59:54,@uhmanduhmaner That makes me sad inside https://t.co/YPcGRB15aI,,Twitter for iPhone
2263,Pet Wussy,en,,Football Lover MUFC Til Death 🇧🇧🇱🇨🇹🇹,False,2022-04-23 23:59:54,Stickers are life https://t.co/AG76w8k6j0,,Twitter for Android
2264,Dan,en,,,False,2022-04-23 23:59:54,"@zroadruner Seems weird that the most popular President in history has never, even to this day,had a crowd like President Trump gets every time he speaks. Brandon, the unexplained marvel, that nobody supports unless by unverifiable mail. He should be in Ripleys. Where r u 85 mil?",,Twitter for iPhone
2265,Barry Obama,en,"Washington, DC","A bot that tweets @barackobama's best speeches, line by line, every 10mins. See Also @iam_shakespeare",False,2022-04-23 23:59:54,stepped forward to maintain international peace and security. And more individuals are claiming their universal right to live,,Barry's speeches by IAM_BarryOba
2266,シナおん,en,パワポケワールド,仲良くしてください　これは緊急代行垢ですので基本喋りません。,False,2022-04-23 23:59:54,074 SandpiperC70 CloudU70 BlackG70 SongS70,,twittbot.net
2267,Pirates sleep sOUndly,en,"Denver, CO USA","Reprobate scion of doomed saxon plans //
The butcher's poet //
#aesthetics //
Words, opinions & perceptions my own //
#Sooners 🏈 #CFB",False,2022-04-23 23:59:54,@darrenrovell What a year,,Twitter for Android
2268,Hebi of the tsuchinoko,en,,"RPG style:
Age : 20
Hobbies: Gaming, watching anime, writing stories, and reading manga/comics

Attitude: optimistic nihilistic with a hint of sarcasm",False,2022-04-23 23:59:54,@Somecallmejon Congrats  and best  wishes to you all,,Twitter for Android
2269,McPickle,en,,,False,2022-04-23 23:59:54,@TheRealNasa00 Love to join!,,Twitter for iPhone
2270,lucy™ dw spoilers 💙💙,en,24 • uk • 🏳️‍🌈,"jes macallan’s photo double. not really the husband kind. mina obsessive. no terfs, tories or taylor swift antis (twice, kpop ggs, lot, ts) (she/her)",False,2022-04-23 23:59:54,ow when do i get leo’s signature https://t.co/oJ0AQKD5fB,,Twitter for iPhone
2271,Tatiana,en,Somewhere being dramatic,Graduate. Scientist. Future doctor. Introvert. Beyoncé Stan.,False,2022-04-23 23:59:54,We just spent 8 months freezing. Like hold your horses,,Twitter for iPhone
2272,𝑬𝒍𝒊 𝑺𝒖𝒃𝒆𝒅𝒂𝒓,en,Icon by me!,𝔸 𝕡𝕣𝕠𝕞𝕚𝕤𝕖 𝕚𝕤 𝕖𝕧𝕖𝕣𝕪𝕥𝕙𝕚𝕟𝕘... ☆,False,2022-04-23 23:59:54,"@GurkhaBlade Rydych chi'n giwt...

*he kissed the top of Naib's head, and ahhhh, his vision cut off*

Mmn, you're cute...",,Twitter for iPhone
2273,Chip the Ripper 🥀,en,,"Josh Allen is a Demon 👹
KC, Patriot & Dolphins fans call me daddy 

👑👑 #Billsmafia",False,2022-04-23 23:59:54,"@BuffaloBills @NFLFLAG @usnikefootball Imagine if nobody told Dion or Tremaine it's ""flag"" football &amp; they start leveling people 😂",,Twitter Web App
2274,Jess 🏁,en,"Georgia, USA",You can find me at a racetrack 🏁,False,2022-04-23 23:59:54,@actionjackson80 Nice looking family!! 🏁❤,,Twitter for Android
2275,🦋Gigi🕊Beans🦋,en,Whispering Riverside,"A Queen-ager, bit of an eccentric bohemian, I can offer kindness with a silly smile.
We exist only in this moment, so do be present.",False,2022-04-23 23:59:54,"Wish you could hear me humming as I scroll and type tweets.

I call this my impersonation of a hummingbird.

Clever and amusing. Wouldn't you agree? https://t.co/yifRQb1cM4",,Twitter for Android
2276,ScottyLikeTooHotty,en,"Chicago, IL",Facts only,False,2022-04-23 23:59:54,That fighting shit been gone for a minute. Shit even before the guns got crazy people were getting jumped and stomped on like buddy from don’t be a menace. Dude got knocked out by him and the ground.. punched on some more and pockets cleaned.. https://t.co/7iLOmD9rgK,,Twitter for iPhone
2277,Yohannes Berhane,en,"Las Vegas, NV",Yohannes the Eritrean!,False,2022-04-23 23:59:54,@elema_hamed @stand_afar Afar people rock!,,Twitter for Android
2278,"The FashionVerse, Inc.",en,,Your Web3 fashion retailer | https://t.co/h7QbbUodsH,False,2022-04-23 23:59:54,Epic giveaway on top of a free mint for their community!  We love it! We loooove it! https://t.co/9npSdoNomM,,Twitter for iPhone
2279,Ty,en,"Hueytown, AL",CCHS Graduate Fighting is elegance at its purest. -Lee Chaolan he/him,False,2022-04-23 23:59:54,@WordleGame_Bot TRUNK,,Twitter for iPhone
